,label,score
161,POSITIVE,0.9925851225852966
162,POSITIVE,0.9983552098274231
163,NEGATIVE,0.9859711527824402
164,POSITIVE,0.9993444085121155
165,NEGATIVE,0.9805518984794617
166,NEGATIVE,0.6835443377494812
167,POSITIVE,0.5738054513931274
168,POSITIVE,0.9922027587890625
169,NEGATIVE,0.9767199158668518
170,POSITIVE,0.9994637370109558
171,POSITIVE,0.9998335838317871
172,POSITIVE,0.999306321144104
173,POSITIVE,0.9994937181472778
174,POSITIVE,0.9989159107208252
175,POSITIVE,0.9997493624687195
176,POSITIVE,0.9998636245727539
177,POSITIVE,0.9926570057868958
178,POSITIVE,0.7401477694511414
179,POSITIVE,0.9982759952545166
180,POSITIVE,0.9886201620101929
181,POSITIVE,0.9955462217330933
182,POSITIVE,0.9998550415039062
183,POSITIVE,0.9994240999221802
184,POSITIVE,0.9991080164909363
185,POSITIVE,0.9977706670761108
186,NEGATIVE,0.9937021732330322
187,POSITIVE,0.9988611936569214
188,NEGATIVE,0.9880765676498413
189,NEGATIVE,0.998547375202179
190,NEGATIVE,0.9918956160545349
191,POSITIVE,0.9731637239456177
192,POSITIVE,0.9932584762573242
193,POSITIVE,0.9891940355300903
194,NEGATIVE,0.9796923398971558
195,NEGATIVE,0.999755322933197
196,POSITIVE,0.9997279047966003
197,POSITIVE,0.9972129464149475
198,POSITIVE,0.9993124008178711
199,POSITIVE,0.9984825253486633
200,NEGATIVE,0.940355122089386
201,NEGATIVE,0.7926897406578064
202,POSITIVE,0.9886515140533447
203,POSITIVE,0.9965718984603882
204,NEGATIVE,0.9567969441413879
205,NEGATIVE,0.8952752351760864
206,POSITIVE,0.9997500777244568
207,NEGATIVE,0.9820183515548706
208,NEGATIVE,0.9134647250175476
209,POSITIVE,0.9920944571495056
210,POSITIVE,0.9990479350090027
211,NEGATIVE,0.9869897961616516
212,NEGATIVE,0.9954721927642822
213,POSITIVE,0.9110974073410034
214,NEGATIVE,0.9917998909950256
215,POSITIVE,0.9414057731628418
216,POSITIVE,0.9976285099983215
217,POSITIVE,0.9900976419448853
218,NEGATIVE,0.9853280186653137
219,NEGATIVE,0.9926718473434448
220,NEGATIVE,0.9570215940475464
221,POSITIVE,0.9994097948074341
222,POSITIVE,0.9548449516296387
223,NEGATIVE,0.6433583498001099
224,NEGATIVE,0.9873186945915222
225,NEGATIVE,0.9920857548713684
226,POSITIVE,0.8790659308433533
227,POSITIVE,0.997171938419342
228,POSITIVE,0.9997476935386658
229,POSITIVE,0.9992747902870178
230,POSITIVE,0.9998026490211487
231,POSITIVE,0.997526228427887
232,POSITIVE,0.9989509582519531
233,POSITIVE,0.9988031387329102
234,POSITIVE,0.9981074333190918
235,POSITIVE,0.9882051944732666
236,NEGATIVE,0.9599067568778992
237,POSITIVE,0.9891303777694702
238,NEGATIVE,0.9453551769256592
239,POSITIVE,0.9819470643997192
240,POSITIVE,0.5407408475875854
241,POSITIVE,0.9981721639633179
242,POSITIVE,0.9835330247879028
243,POSITIVE,0.9366745352745056
244,POSITIVE,0.6567499041557312
245,NEGATIVE,0.9953624606132507
246,NEGATIVE,0.9965787529945374
247,NEGATIVE,0.9978471994400024
248,NEGATIVE,0.985928475856781
249,POSITIVE,0.9921228289604187
250,POSITIVE,0.9955262541770935
251,NEGATIVE,0.9983425140380859
252,POSITIVE,0.9997953772544861
253,NEGATIVE,0.8732860684394836
254,POSITIVE,0.9997453093528748
255,NEGATIVE,0.9942246079444885
256,POSITIVE,0.9993590712547302
257,POSITIVE,0.9992043375968933
258,POSITIVE,0.9870408177375793
259,POSITIVE,0.9982916712760925
260,POSITIVE,0.70085209608078
261,NEGATIVE,0.9690708518028259
262,NEGATIVE,0.9658135175704956
263,POSITIVE,0.9981241822242737
264,NEGATIVE,0.9810304641723633
265,NEGATIVE,0.9500927925109863
266,POSITIVE,0.9952353835105896
267,POSITIVE,0.8734622001647949
268,NEGATIVE,0.9701862931251526
269,POSITIVE,0.9983408451080322
270,POSITIVE,0.9989587068557739
271,POSITIVE,0.9992905855178833
272,POSITIVE,0.9997631907463074
273,NEGATIVE,0.9737725853919983
274,POSITIVE,0.9954109787940979
275,POSITIVE,0.9746819734573364
276,POSITIVE,0.9973651766777039
277,NEGATIVE,0.999530553817749
278,POSITIVE,0.998320996761322
279,POSITIVE,0.9912512898445129
280,NEGATIVE,0.970337986946106
281,POSITIVE,0.9915353059768677
282,NEGATIVE,0.9795889258384705
283,NEGATIVE,0.9480515122413635
284,POSITIVE,0.9883622527122498
285,POSITIVE,0.9960320591926575
286,POSITIVE,0.9495326280593872
287,POSITIVE,0.9966347813606262
288,POSITIVE,0.999637246131897
289,NEGATIVE,0.9826767444610596
290,NEGATIVE,0.9753254055976868
291,NEGATIVE,0.9799719452857971
292,NEGATIVE,0.9964834451675415
293,POSITIVE,0.8072803020477295
294,NEGATIVE,0.9151636958122253
295,POSITIVE,0.9995948672294617
296,POSITIVE,0.9996795654296875
297,POSITIVE,0.9988824725151062
298,POSITIVE,0.9962707757949829
299,POSITIVE,0.9968495965003967
300,POSITIVE,0.9998195767402649
301,POSITIVE,0.9733928442001343
302,NEGATIVE,0.9996190071105957
303,POSITIVE,0.977088987827301
304,POSITIVE,0.9885828495025635
305,POSITIVE,0.9952709078788757
306,NEGATIVE,0.9755871891975403
307,NEGATIVE,0.98520827293396
308,POSITIVE,0.9997798800468445
309,POSITIVE,0.9968248605728149
310,POSITIVE,0.989082932472229
311,POSITIVE,0.9998373985290527
312,POSITIVE,0.8461816310882568
313,POSITIVE,0.9417204856872559
314,POSITIVE,0.9849136471748352
315,POSITIVE,0.9947456121444702
316,NEGATIVE,0.9815061092376709
317,NEGATIVE,0.909166157245636
318,POSITIVE,0.9997003078460693
319,POSITIVE,0.9998148083686829
320,POSITIVE,0.9987706542015076
321,POSITIVE,0.9730755686759949
322,NEGATIVE,0.7648489475250244
323,POSITIVE,0.9954288005828857
324,POSITIVE,0.9967219233512878
325,POSITIVE,0.9998782873153687
326,POSITIVE,0.9978387951850891
327,NEGATIVE,0.9837595224380493
328,NEGATIVE,0.961354672908783
329,POSITIVE,0.9993594288825989
330,POSITIVE,0.9995154142379761
331,NEGATIVE,0.9959254264831543
332,POSITIVE,0.9893313646316528
333,NEGATIVE,0.9612911343574524
334,POSITIVE,0.9865853786468506
335,POSITIVE,0.6119242310523987
336,POSITIVE,0.8348912000656128
337,POSITIVE,0.9986698627471924
338,POSITIVE,0.9977898597717285
339,NEGATIVE,0.9949843883514404
340,NEGATIVE,0.9352929592132568
341,POSITIVE,0.9590676426887512
342,POSITIVE,0.9273385405540466
343,POSITIVE,0.9961360096931458
344,POSITIVE,0.9950017333030701
345,POSITIVE,0.9920377731323242
346,POSITIVE,0.9975334405899048
347,NEGATIVE,0.8898765444755554
348,NEGATIVE,0.9483689665794373
349,POSITIVE,0.994126558303833
350,NEGATIVE,0.971132218837738
351,NEGATIVE,0.9997307658195496
352,POSITIVE,0.9984400868415833
353,NEGATIVE,0.9861562252044678
354,NEGATIVE,0.9993828535079956
355,NEGATIVE,0.9983837604522705
356,NEGATIVE,0.9926201701164246
357,POSITIVE,0.9752110242843628
358,POSITIVE,0.9078698754310608
359,NEGATIVE,0.6417021155357361
360,NEGATIVE,0.9628252387046814
361,POSITIVE,0.9994459748268127
362,NEGATIVE,0.9897673726081848
363,NEGATIVE,0.9968805313110352
364,NEGATIVE,0.9992007613182068
365,POSITIVE,0.9909330606460571
366,NEGATIVE,0.9984982013702393
367,POSITIVE,0.9904924035072327
368,POSITIVE,0.9995723366737366
369,POSITIVE,0.9978366494178772
370,POSITIVE,0.9918304085731506
371,POSITIVE,0.731397271156311
372,POSITIVE,0.8311843872070312
373,NEGATIVE,0.6969649791717529
374,POSITIVE,0.9918237328529358
375,NEGATIVE,0.9881730675697327
376,NEGATIVE,0.9858657121658325
377,POSITIVE,0.9978534579277039
378,POSITIVE,0.9933966398239136
379,POSITIVE,0.9201721549034119
380,NEGATIVE,0.8276719450950623
381,POSITIVE,0.9994816184043884
382,POSITIVE,0.9980841875076294
383,NEGATIVE,0.9046261310577393
384,NEGATIVE,0.9990861415863037
385,POSITIVE,0.9888792037963867
386,POSITIVE,0.9890039563179016
387,POSITIVE,0.9933968782424927
388,POSITIVE,0.9912712574005127
389,NEGATIVE,0.6547914743423462
390,POSITIVE,0.9942208528518677
391,POSITIVE,0.994086742401123
392,POSITIVE,0.997484564781189
393,POSITIVE,0.9488541483879089
394,POSITIVE,0.9994480013847351
395,NEGATIVE,0.9885119199752808
396,POSITIVE,0.9984288811683655
397,POSITIVE,0.9870631098747253
398,POSITIVE,0.9998531341552734
399,POSITIVE,0.9998200535774231
400,NEGATIVE,0.9994575381278992
401,POSITIVE,0.9975300431251526
402,POSITIVE,0.99960857629776
403,NEGATIVE,0.9139159917831421
404,POSITIVE,0.9765799641609192
405,POSITIVE,0.9996345043182373
406,NEGATIVE,0.9992313385009766
407,NEGATIVE,0.9834694862365723
408,NEGATIVE,0.9031304717063904
409,POSITIVE,0.9887487888336182
410,NEGATIVE,0.9211219549179077
411,NEGATIVE,0.9708634614944458
412,POSITIVE,0.9911096096038818
413,NEGATIVE,0.9485149383544922
414,NEGATIVE,0.9994577765464783
415,POSITIVE,0.9942571520805359
416,POSITIVE,0.999032735824585
417,NEGATIVE,0.9968343377113342
418,POSITIVE,0.9997833371162415
419,NEGATIVE,0.9991242289543152
420,NEGATIVE,0.6078183650970459
421,NEGATIVE,0.9833141565322876
422,NEGATIVE,0.9041808843612671
423,POSITIVE,0.9763484001159668
424,NEGATIVE,0.88019198179245
425,POSITIVE,0.9996254444122314
426,POSITIVE,0.9993723034858704
427,POSITIVE,0.9932982325553894
428,POSITIVE,0.9979134202003479
429,POSITIVE,0.6912841796875
430,POSITIVE,0.9998109936714172
431,POSITIVE,0.9997619986534119
432,POSITIVE,0.996727705001831
433,POSITIVE,0.9990552067756653
434,NEGATIVE,0.9876910448074341
435,POSITIVE,0.9991245865821838
436,POSITIVE,0.9961594343185425
437,POSITIVE,0.997973620891571
438,NEGATIVE,0.864984929561615
439,POSITIVE,0.9997765421867371
440,POSITIVE,0.9996912479400635
441,POSITIVE,0.9975505471229553
442,POSITIVE,0.9997567534446716
443,NEGATIVE,0.9697773456573486
444,NEGATIVE,0.9913644790649414
445,POSITIVE,0.9981265664100647
446,NEGATIVE,0.996956467628479
447,NEGATIVE,0.9603708386421204
448,NEGATIVE,0.9802676439285278
449,POSITIVE,0.9979019165039062
450,NEGATIVE,0.9995881915092468
451,POSITIVE,0.9960999488830566
452,POSITIVE,0.9971697926521301
453,POSITIVE,0.9903985261917114
454,POSITIVE,0.9997178912162781
455,POSITIVE,0.8807772397994995
456,NEGATIVE,0.973798394203186
457,POSITIVE,0.99888676404953
458,POSITIVE,0.9973070621490479
459,NEGATIVE,0.989263117313385
460,POSITIVE,0.9995893836021423
461,NEGATIVE,0.9833709001541138
462,POSITIVE,0.727357804775238
463,NEGATIVE,0.9995928406715393
464,POSITIVE,0.9750332832336426
465,POSITIVE,0.977742612361908
466,POSITIVE,0.9980576634407043
467,POSITIVE,0.9976750016212463
468,POSITIVE,0.7928028106689453
469,NEGATIVE,0.9993127584457397
470,NEGATIVE,0.9996310472488403
471,NEGATIVE,0.9651228189468384
472,POSITIVE,0.988040030002594
473,NEGATIVE,0.9854593276977539
474,NEGATIVE,0.9721944332122803
475,NEGATIVE,0.9987807869911194
476,POSITIVE,0.996831476688385
477,NEGATIVE,0.9710406064987183
478,POSITIVE,0.9958465695381165
479,POSITIVE,0.9527491927146912
480,POSITIVE,0.9914014935493469
481,POSITIVE,0.9792222380638123
482,POSITIVE,0.9997327923774719
483,NEGATIVE,0.9976682066917419
484,NEGATIVE,0.9830682873725891
485,NEGATIVE,0.9981735944747925
486,NEGATIVE,0.984185516834259
487,POSITIVE,0.9919663667678833
488,NEGATIVE,0.9978625178337097
489,POSITIVE,0.9983221888542175
490,POSITIVE,0.9998812675476074
491,POSITIVE,0.9997835755348206
492,POSITIVE,0.9989818930625916
493,POSITIVE,0.9887769818305969
494,NEGATIVE,0.9995067119598389
495,NEGATIVE,0.9947808384895325
496,POSITIVE,0.7495081424713135
497,NEGATIVE,0.9877277612686157
498,NEGATIVE,0.9881632924079895
499,NEGATIVE,0.9642472863197327
500,POSITIVE,0.947091817855835
501,NEGATIVE,0.9744107723236084
502,NEGATIVE,0.6502182483673096
503,POSITIVE,0.9898322820663452
504,POSITIVE,0.9988622665405273
505,NEGATIVE,0.9237619042396545
506,POSITIVE,0.9996998310089111
507,POSITIVE,0.6600225567817688
508,POSITIVE,0.9989557266235352
509,NEGATIVE,0.9943490624427795
510,NEGATIVE,0.785361111164093
511,POSITIVE,0.7998176217079163
512,NEGATIVE,0.9602562785148621
513,POSITIVE,0.9663033485412598
514,POSITIVE,0.9997780919075012
515,POSITIVE,0.9563874006271362
516,NEGATIVE,0.7405349612236023
517,NEGATIVE,0.9634630680084229
518,POSITIVE,0.885830819606781
519,POSITIVE,0.9810319542884827
520,POSITIVE,0.9934770464897156
521,POSITIVE,0.9792940020561218
522,POSITIVE,0.9919522404670715
523,POSITIVE,0.9991458654403687
524,POSITIVE,0.9983087778091431
525,NEGATIVE,0.9011212587356567
526,POSITIVE,0.9998165965080261
527,NEGATIVE,0.9964174032211304
528,NEGATIVE,0.6357361078262329
529,NEGATIVE,0.94755619764328
530,POSITIVE,0.9903221726417542
531,POSITIVE,0.9993126392364502
532,NEGATIVE,0.8966296911239624
533,POSITIVE,0.989963948726654
534,NEGATIVE,0.7131091356277466
535,NEGATIVE,0.9926058053970337
536,POSITIVE,0.9826416373252869
537,POSITIVE,0.9991486072540283
538,NEGATIVE,0.8948951959609985
539,NEGATIVE,0.9956704378128052
540,NEGATIVE,0.9890378713607788
541,POSITIVE,0.9951489567756653
542,POSITIVE,0.943097710609436
543,NEGATIVE,0.9978660941123962
544,NEGATIVE,0.9750121831893921
545,POSITIVE,0.9987698197364807
546,NEGATIVE,0.9992536902427673
547,NEGATIVE,0.6390455365180969
548,NEGATIVE,0.9990068078041077
549,POSITIVE,0.997331976890564
550,POSITIVE,0.9990548491477966
551,NEGATIVE,0.9956327080726624
552,NEGATIVE,0.7863073348999023
553,POSITIVE,0.9422901272773743
554,POSITIVE,0.9993147850036621
555,POSITIVE,0.994335949420929
556,POSITIVE,0.9737376570701599
557,POSITIVE,0.9993533492088318
558,POSITIVE,0.9993771910667419
559,POSITIVE,0.9791572690010071
560,POSITIVE,0.9164994955062866
561,NEGATIVE,0.9986187219619751
562,NEGATIVE,0.7708505988121033
563,NEGATIVE,0.9439247250556946
564,POSITIVE,0.9889286160469055
565,POSITIVE,0.998658299446106
566,POSITIVE,0.9713629484176636
567,POSITIVE,0.9995090961456299
568,POSITIVE,0.9998242259025574
569,POSITIVE,0.9996843338012695
570,POSITIVE,0.9951136708259583
571,POSITIVE,0.9983927607536316
572,POSITIVE,0.9959601759910583
573,POSITIVE,0.9998438358306885
574,NEGATIVE,0.667739748954773
575,POSITIVE,0.992608368396759
576,POSITIVE,0.94425368309021
577,NEGATIVE,0.998658299446106
578,POSITIVE,0.9994658827781677
579,POSITIVE,0.9807648062705994
580,POSITIVE,0.9954845905303955
581,POSITIVE,0.9998605251312256
582,NEGATIVE,0.991794764995575
583,NEGATIVE,0.8477924466133118
584,NEGATIVE,0.9899107813835144
585,NEGATIVE,0.9996838569641113
586,POSITIVE,0.9970414042472839
587,NEGATIVE,0.9193476438522339
588,NEGATIVE,0.9947149157524109
589,POSITIVE,0.9908748865127563
590,POSITIVE,0.9932013154029846
591,NEGATIVE,0.986230194568634
592,NEGATIVE,0.9906642436981201
593,NEGATIVE,0.9937551021575928
594,POSITIVE,0.8710193634033203
595,NEGATIVE,0.9989839196205139
596,NEGATIVE,0.9991883635520935
597,NEGATIVE,0.8901072144508362
598,NEGATIVE,0.9889453053474426
599,POSITIVE,0.9195670485496521
600,POSITIVE,0.9941930174827576
601,NEGATIVE,0.9821179509162903
602,NEGATIVE,0.7724599838256836
603,POSITIVE,0.999000608921051
604,NEGATIVE,0.832401692867279
605,NEGATIVE,0.9894756078720093
606,NEGATIVE,0.9611285328865051
607,NEGATIVE,0.9994350075721741
608,NEGATIVE,0.9799888134002686
609,POSITIVE,0.9988473653793335
610,POSITIVE,0.999427080154419
611,NEGATIVE,0.993286669254303
612,POSITIVE,0.9982993006706238
613,NEGATIVE,0.9986066222190857
614,POSITIVE,0.9973107576370239
615,NEGATIVE,0.5810872316360474
616,POSITIVE,0.9951518774032593
617,NEGATIVE,0.9940423369407654
618,NEGATIVE,0.7693374752998352
619,POSITIVE,0.9975005984306335
620,POSITIVE,0.9985471367835999
621,POSITIVE,0.8068190813064575
622,POSITIVE,0.9994789958000183
623,POSITIVE,0.9995356798171997
624,NEGATIVE,0.9446771144866943
625,POSITIVE,0.9995521903038025
626,NEGATIVE,0.9945318698883057
627,POSITIVE,0.9951313734054565
628,POSITIVE,0.9998800754547119
629,POSITIVE,0.9991763234138489
630,NEGATIVE,0.9534192681312561
631,POSITIVE,0.9996466636657715
632,NEGATIVE,0.9866700768470764
633,POSITIVE,0.9998520612716675
634,POSITIVE,0.9988799691200256
635,POSITIVE,0.99986732006073
636,POSITIVE,0.9996337890625
637,POSITIVE,0.9984201192855835
638,NEGATIVE,0.9996780157089233
639,POSITIVE,0.999403715133667
640,POSITIVE,0.6113346219062805
641,POSITIVE,0.75046306848526
642,POSITIVE,0.9998137354850769
643,POSITIVE,0.9988792538642883
644,POSITIVE,0.9998055100440979
645,POSITIVE,0.9997561573982239
646,NEGATIVE,0.9867525100708008
647,NEGATIVE,0.9850074648857117
648,POSITIVE,0.9936896562576294
649,POSITIVE,0.9268490672111511
650,POSITIVE,0.9983755350112915
651,POSITIVE,0.9947156310081482
652,NEGATIVE,0.9871689081192017
653,NEGATIVE,0.9214143753051758
654,NEGATIVE,0.9858742952346802
655,NEGATIVE,0.9677940011024475
656,NEGATIVE,0.9281049370765686
657,POSITIVE,0.9995890259742737
658,POSITIVE,0.9989522695541382
659,POSITIVE,0.9918240904808044
660,NEGATIVE,0.9988203644752502
661,POSITIVE,0.9976790547370911
662,POSITIVE,0.8607945442199707
663,NEGATIVE,0.9991077780723572
664,POSITIVE,0.9917158484458923
665,NEGATIVE,0.9976776242256165
666,NEGATIVE,0.998874843120575
667,POSITIVE,0.9841845035552979
668,POSITIVE,0.9978261590003967
669,POSITIVE,0.9987736344337463
670,POSITIVE,0.7975836396217346
671,POSITIVE,0.9845616221427917
672,NEGATIVE,0.9892817735671997
673,NEGATIVE,0.9858753085136414
674,POSITIVE,0.9981827735900879
675,NEGATIVE,0.9617178440093994
676,NEGATIVE,0.5629458427429199
677,POSITIVE,0.9919790029525757
678,POSITIVE,0.8370866775512695
679,POSITIVE,0.998559296131134
680,POSITIVE,0.9986844658851624
681,NEGATIVE,0.9796318411827087
682,POSITIVE,0.9825818538665771
683,POSITIVE,0.9889333248138428
684,POSITIVE,0.999288022518158
685,POSITIVE,0.9949029684066772
686,POSITIVE,0.9874908328056335
687,POSITIVE,0.9775832891464233
688,POSITIVE,0.9963797926902771
689,NEGATIVE,0.9957461953163147
690,NEGATIVE,0.9990991353988647
691,POSITIVE,0.994818389415741
692,POSITIVE,0.9934536218643188
693,POSITIVE,0.9846172332763672
694,POSITIVE,0.9995152950286865
695,POSITIVE,0.9966498017311096
696,POSITIVE,0.9985083937644958
697,POSITIVE,0.9500732421875
698,POSITIVE,0.959982693195343
699,POSITIVE,0.9982646107673645
700,NEGATIVE,0.8000643849372864
701,NEGATIVE,0.9989823698997498
702,POSITIVE,0.9347549676895142
703,POSITIVE,0.6835245490074158
704,POSITIVE,0.9983813762664795
705,POSITIVE,0.9586576223373413
706,NEGATIVE,0.9587836265563965
707,POSITIVE,0.9985499978065491
708,POSITIVE,0.9939170479774475
709,POSITIVE,0.9991554021835327
710,NEGATIVE,0.9968578815460205
711,POSITIVE,0.9870354533195496
712,POSITIVE,0.5199441909790039
713,NEGATIVE,0.9963048696517944
714,POSITIVE,0.939467191696167
715,POSITIVE,0.9963325262069702
716,NEGATIVE,0.8701137900352478
717,POSITIVE,0.9997979998588562
718,POSITIVE,0.999496340751648
719,NEGATIVE,0.9162399172782898
720,POSITIVE,0.9834598898887634
721,NEGATIVE,0.9630534648895264
722,NEGATIVE,0.9629613757133484
723,NEGATIVE,0.9937542080879211
724,NEGATIVE,0.9981653094291687
725,NEGATIVE,0.9648699164390564
726,POSITIVE,0.99954754114151
727,POSITIVE,0.984150230884552
728,NEGATIVE,0.9902564287185669
729,NEGATIVE,0.7931882739067078
730,POSITIVE,0.9990274906158447
731,NEGATIVE,0.9933492541313171
732,POSITIVE,0.9949380159378052
733,POSITIVE,0.999376118183136
734,POSITIVE,0.9770591855049133
735,NEGATIVE,0.8968325257301331
736,POSITIVE,0.999687910079956
737,NEGATIVE,0.9881646633148193
738,POSITIVE,0.9977140426635742
739,POSITIVE,0.9970061182975769
740,POSITIVE,0.9948689937591553
741,NEGATIVE,0.9967051148414612
742,NEGATIVE,0.9981943964958191
743,POSITIVE,0.5409450531005859
744,NEGATIVE,0.9954267144203186
745,POSITIVE,0.994060218334198
746,NEGATIVE,0.9950962662696838
747,NEGATIVE,0.9919959306716919
748,NEGATIVE,0.9989941716194153
749,POSITIVE,0.9988364577293396
750,NEGATIVE,0.9975537657737732
751,NEGATIVE,0.9945089221000671
752,POSITIVE,0.9895868301391602
753,NEGATIVE,0.9921737909317017
754,NEGATIVE,0.9775992631912231
755,NEGATIVE,0.9230195879936218
756,NEGATIVE,0.5798277258872986
757,POSITIVE,0.991817831993103
758,POSITIVE,0.9982681274414062
759,NEGATIVE,0.8385726809501648
760,NEGATIVE,0.9607694745063782
761,POSITIVE,0.9890115261077881
762,POSITIVE,0.9988332390785217
763,POSITIVE,0.9987909197807312
764,NEGATIVE,0.9833818674087524
